instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,timestamp,sin_hour,cos_hour,sin_month,cos_month
56,2011-01-03,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,44,2011-01-03 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
57,2011-01-03,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,51,2011-01-03 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
58,2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,61,2011-01-03 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
59,2011-01-03,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,61,2011-01-03 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
60,2011-01-03,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,77,2011-01-03 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
61,2011-01-03,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,72,2011-01-03 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
62,2011-01-03,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76,2011-01-03 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
63,2011-01-03,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,157,2011-01-03 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
64,2011-01-03,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,157,2011-01-03 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
65,2011-01-03,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,110,2011-01-03 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
66,2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52,2011-01-03 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
67,2011-01-03,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52,2011-01-03 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
68,2011-01-03,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,20,2011-01-03 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
69,2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,12,2011-01-03 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
70,2011-01-04,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,5,2011-01-04 00:00:00,0.0,1.0,0.0,1.0
71,2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2,2011-01-04 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
72,2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,1,2011-01-04 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
73,2011-01-04,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,2,2011-01-04 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
74,2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4,2011-01-04 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
75,2011-01-04,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36,2011-01-04 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
76,2011-01-04,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,94,2011-01-04 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
77,2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179,2011-01-04 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
78,2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100,2011-01-04 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
79,2011-01-04,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,42,2011-01-04 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
80,2011-01-04,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,57,2011-01-04 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
81,2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78,2011-01-04 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
82,2011-01-04,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97,2011-01-04 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
83,2011-01-04,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,63,2011-01-04 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
84,2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65,2011-01-04 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
85,2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83,2011-01-04 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
86,2011-01-04,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212,2011-01-04 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
87,2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,182,2011-01-04 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
88,2011-01-04,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112,2011-01-04 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
89,2011-01-04,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,54,2011-01-04 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
90,2011-01-04,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,48,2011-01-04 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
91,2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35,2011-01-04 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
92,2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11,2011-01-04 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
93,2011-01-05,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,6,2011-01-05 00:00:00,0.0,1.0,0.0,1.0
94,2011-01-05,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6,2011-01-05 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
95,2011-01-05,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,2,2011-01-05 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
96,2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2,2011-01-05 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
97,2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3,2011-01-05 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
98,2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,33,2011-01-05 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
99,2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88,2011-01-05 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
100,2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195,2011-01-05 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
101,2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,115,2011-01-05 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
102,2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,57,2011-01-05 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
103,2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,46,2011-01-05 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
104,2011-01-05,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,79,2011-01-05 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
105,2011-01-05,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,71,2011-01-05 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
106,2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,62,2011-01-05 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
107,2011-01-05,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,62,2011-01-05 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
108,2011-01-05,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,89,2011-01-05 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
109,2011-01-05,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,190,2011-01-05 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
110,2011-01-05,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,169,2011-01-05 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
111,2011-01-05,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,132,2011-01-05 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
112,2011-01-05,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,89,2011-01-05 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
113,2011-01-05,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,43,2011-01-05 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
114,2011-01-05,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,42,2011-01-05 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
115,2011-01-05,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,19,2011-01-05 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
116,2011-01-06,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,11,2011-01-06 00:00:00,0.0,1.0,0.0,1.0
117,2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,4,2011-01-06 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
118,2011-01-06,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,2,2011-01-06 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
119,2011-01-06,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,1,2011-01-06 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
120,2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,4,2011-01-06 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
121,2011-01-06,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,36,2011-01-06 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
122,2011-01-06,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,95,2011-01-06 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
123,2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,219,2011-01-06 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
124,2011-01-06,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,122,2011-01-06 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
125,2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,45,2011-01-06 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
126,2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,59,2011-01-06 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
127,2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,84,2011-01-06 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
128,2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,67,2011-01-06 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
129,2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,70,2011-01-06 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
130,2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,62,2011-01-06 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
131,2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,86,2011-01-06 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
132,2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,172,2011-01-06 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
133,2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163,2011-01-06 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
134,2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,112,2011-01-06 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
135,2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,69,2011-01-06 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
136,2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,48,2011-01-06 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
137,2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,52,2011-01-06 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23,2011-01-06 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
139,2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,17,2011-01-07 00:00:00,0.0,1.0,0.0,1.0
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,7,2011-01-07 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
141,2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,1,2011-01-07 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1,2011-01-07 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,5,2011-01-07 05:00:00,0.9659258262890683,0.25881904510252074,0.0,1.0
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,34,2011-01-07 06:00:00,1.0,6.123233995736766e-17,0.0,1.0
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84,2011-01-07 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,1.0
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210,2011-01-07 08:00:00,0.8660254037844387,-0.49999999999999983,0.0,1.0
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,134,2011-01-07 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,63,2011-01-07 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,1.0
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,67,2011-01-07 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,59,2011-01-07 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73,2011-01-07 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,1.0
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,50,2011-01-07 14:00:00,-0.4999999999999998,-0.8660254037844388,0.0,1.0
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,72,2011-01-07 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,87,2011-01-07 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,187,2011-01-07 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,1.0
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,123,2011-01-07 18:00:00,-1.0,-1.8369701987210297e-16,0.0,1.0
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,95,2011-01-07 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,1.0
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,51,2011-01-07 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,1.0
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39,2011-01-07 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,1.0
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,36,2011-01-07 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,1.0
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,15,2011-01-07 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,1.0
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,25,2011-01-08 00:00:00,0.0,1.0,0.0,1.0
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,16,2011-01-08 01:00:00,0.25881904510252074,0.9659258262890683,0.0,1.0
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,16,2011-01-08 02:00:00,0.49999999999999994,0.8660254037844387,0.0,1.0
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,7,2011-01-08 03:00:00,0.7071067811865475,0.7071067811865476,0.0,1.0
